ID,gender,Partner,ServiceForPhone,2ormoreLines,ServiceforInternet,Security,ProtectionforDevice,Support,UseType,MonthlyofCharges,TotalofCharges
5270,Male,No,Yes,No,DSL,Yes,No,No,Month-to-month,55.25,2139.2
5271,Male,No,Yes,No,DSL,No,No,No,Month-to-month,66.4,831.75
5272,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,90.1,521.3
5273,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.15,1337.5
5274,Female,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,One year,108.1,7181.95
5275,Male,No,Yes,Yes,DSL,No,Yes,No,Month-to-month,53.75,608
5276,Male,Yes,Yes,No,DSL,Yes,Yes,Yes,One year,56.9,2560.1
5277,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,89.3,577.6
5278,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,109.6,5953
5279,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.15,1790.15
5280,Female,Yes,Yes,Yes,DSL,No,Yes,Yes,One year,79.15,2531.4
5281,Female,Yes,Yes,Yes,DSL,Yes,No,Yes,Two year,66.75,4760.3
5282,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,95.2,292.85
5283,Female,No,Yes,No,DSL,No,No,Yes,Month-to-month,48.8,953.65
5284,Female,No,No,No phone service,DSL,No,No,No,Month-to-month,45.7,198
5285,Female,Yes,Yes,No,DSL,No,Yes,Yes,Two year,80.7,5705.05
5286,Male,Yes,Yes,No,Fiber optic,Yes,No,No,Month-to-month,74.5,609.9
5287,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.55,20.55
5288,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,79.65,79.65
5289,Female,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,One year,115.1,6993.65
5290,Female,Yes,No,No phone service,DSL,Yes,No,Yes,Two year,59.7,4122.65
5291,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,One year,86.45,5762.95
5292,Male,No,No,No phone service,DSL,No,Yes,Yes,One year,33.7,1537.85
5293,Male,No,Yes,Yes,Fiber optic,Yes,No,No,One year,80.1,2603.3
5294,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,104.05,5566.4
5295,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,108.75,5431.9
5296,Female,No,No,No phone service,DSL,Yes,Yes,Yes,One year,41.1,2258.25
5297,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.35,1092.35
5298,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,105.9,6401.25
5299,Female,Yes,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,101.3,2812.2
5300,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,80.05,80.05
5301,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,89.2,2698.35
5302,Female,Yes,Yes,No,DSL,No,No,Yes,Month-to-month,65.5,616.9
5303,Male,No,No,No phone service,DSL,Yes,Yes,No,Month-to-month,40.45,1912.85
5304,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,70.45,849.1
5305,Female,Yes,Yes,No,DSL,Yes,Yes,Yes,Two year,78.8,3460.3
5306,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,83.65,1465.75
5307,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,90.1,90.1
5308,Female,No,Yes,No,DSL,Yes,Yes,Yes,Two year,82.45,5555.3
5309,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.25,1278.8
5310,Male,Yes,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,66.25,2907.35
5311,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.5,146.3
5312,Male,No,Yes,No,DSL,No,No,Yes,Month-to-month,51.25,51.25
5313,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,89.7,4952.95
5314,Female,Yes,No,No phone service,DSL,Yes,Yes,Yes,Two year,64.55,4504.9
5315,Male,No,Yes,No,DSL,No,No,No,Month-to-month,45.6,45.6
5316,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,One year,93.65,4520.15
5317,Female,No,Yes,No,DSL,No,No,Yes,Month-to-month,49.65,267.35
5318,Female,Yes,Yes,No,DSL,Yes,Yes,Yes,Two year,73.6,2316.85
5319,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,109.75,8075.35
5320,Male,No,Yes,No,DSL,Yes,No,Yes,Two year,61.45,2302.35
5321,Female,Yes,Yes,No,Fiber optic,Yes,No,Yes,One year,106.4,7251.9
5322,Female,Yes,Yes,No,DSL,No,Yes,Yes,Month-to-month,81.9,2078.55
5323,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,One year,105.2,6225.4
5324,Male,No,Yes,Yes,DSL,No,No,Yes,One year,54.6,1242.25
5325,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.55,99.45
5326,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.0,288.05
5327,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.7,599.25
5328,Female,Yes,Yes,Yes,DSL,Yes,No,Yes,One year,66.05,3462.1
5329,Female,Yes,No,No phone service,DSL,No,No,No,Month-to-month,34.0,853
5330,Male,Yes,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,92.5,934.1
5331,Male,Yes,No,No phone service,DSL,Yes,Yes,Yes,Two year,54.05,2375.2
5332,Female,No,Yes,No,DSL,Yes,No,Yes,One year,58.9,2813.05
5333,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,88.35,1222.8
5334,Female,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,107.95,5293.2
5335,Female,Yes,Yes,No,Fiber optic,Yes,No,Yes,One year,96.9,6314.35
5336,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.1,19.1
5337,Male,No,Yes,No,DSL,No,No,Yes,Month-to-month,50.0,1003.05
5338,Female,Yes,No,No phone service,DSL,Yes,No,Yes,Two year,45.4,1593.1
5339,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,85.45,2509.95
5340,Female,No,Yes,Yes,DSL,Yes,Yes,No,One year,84.1,3187.65
5341,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,74.45,74.45
5342,Female,No,Yes,No,DSL,No,No,No,Month-to-month,64.75,2345.2
5343,Female,Yes,No,No phone service,DSL,Yes,Yes,Yes,Two year,66.25,3330.1
5344,Male,No,Yes,No,DSL,Yes,Yes,Yes,Two year,76.9,5522.7
5345,Male,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,89.8,2335.3
5346,Male,No,Yes,Yes,DSL,Yes,Yes,No,Two year,74.6,4798.4
5347,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,116.95,8594.4
5348,Male,No,No,No phone service,DSL,Yes,No,No,One year,40.65,970.55
5349,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,114.35,7665.8
5350,Male,Yes,Yes,Yes,DSL,Yes,No,No,Two year,69.7,3686.05
5351,Female,No,Yes,No,Fiber optic,No,Yes,No,One year,95.5,1115.15
5352,Male,No,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,98.65,2537
5353,Male,No,Yes,No,DSL,No,Yes,No,Month-to-month,61.65,1393.6
5354,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,89.35,89.35
5355,Male,No,Yes,Yes,Fiber optic,Yes,No,Yes,Month-to-month,95.4,4445.3
5356,Female,Yes,No,No phone service,DSL,Yes,Yes,No,One year,35.4,978.6
5357,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.95,1258.15
5358,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.25,331.35
5359,Female,No,No,No phone service,DSL,No,No,Yes,Month-to-month,29.65,291.4
5360,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,84.5,453.75
5361,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.4,84.75
5362,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.75,1715.1
5363,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.35,1715.15
5364,Male,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,90.7,1597.25
5365,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.0,1250.1
5366,Female,Yes,Yes,No,DSL,Yes,No,No,Two year,59.75,3996.8
5367,Female,Yes,Yes,Yes,DSL,Yes,No,Yes,Two year,82.5,5215.1
5368,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.3,235.5
5369,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.35,673.2
5370,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,90.8,1442.2
5371,Female,No,Yes,Yes,Fiber optic,Yes,Yes,No,One year,103.95,5639.05
5372,Female,No,Yes,Yes,Fiber optic,No,Yes,Yes,Month-to-month,104.95,5222.35
5373,Male,Yes,Yes,No,Fiber optic,No,Yes,Yes,Two year,105.25,7291.75
5374,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,74.75,799.65
5375,Female,No,Yes,No,DSL,No,No,Yes,Month-to-month,50.8,50.8
5376,Male,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,23.75,424.5
5377,Male,No,Yes,No,DSL,No,No,Yes,Month-to-month,61.3,249.4
5378,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,75.8,4415.75
5379,Female,Yes,Yes,Yes,Fiber optic,Yes,No,No,One year,98.0,5270.6
5380,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,80.25,144.55
5381,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,78.9,2447.95
5382,Male,Yes,No,No phone service,DSL,Yes,No,Yes,One year,52.0,2884.9
5383,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,84.75,3050.15
5384,Female,No,Yes,Yes,DSL,No,No,Yes,Month-to-month,64.4,253
5385,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,85.45,4517.25
5386,Male,No,Yes,No,DSL,No,No,No,Month-to-month,45.8,436.2
5387,Male,No,No,No phone service,DSL,No,No,Yes,Month-to-month,30.5,118.4
5388,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.9,19.9
5389,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,69.15,3649.6
5390,Male,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,99.45,1200.15
5391,Female,No,No,No phone service,DSL,No,No,Yes,One year,49.25,255.6
5392,Male,Yes,No,No phone service,DSL,No,Yes,Yes,Two year,39.35,2395.05
5393,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.6,70.6
5394,Female,Yes,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,105.1,5083.55
5395,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,81.0,389.6
5396,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.1,644.5
5397,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,84.85,523.5
5398,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.75,39.3
5399,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,19.75,989.05
5400,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.4,2406.1
5401,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.45,638.55
5402,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.35,191.1
5403,Female,Yes,Yes,Yes,DSL,No,Yes,Yes,Month-to-month,86.2,4524.05
5404,Female,No,Yes,No,Fiber optic,Yes,Yes,No,One year,95.65,4664.2
5405,Male,No,Yes,Yes,Fiber optic,Yes,No,No,One year,103.8,3470.8
5406,Male,Yes,Yes,Yes,Fiber optic,Yes,No,No,Two year,97.2,6910.3
5407,Female,Yes,Yes,No,DSL,Yes,Yes,Yes,Two year,63.55,4014.2
5408,Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.95,1288
5409,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,89.15,2277.65
5410,Female,Yes,Yes,No,Fiber optic,Yes,Yes,No,Two year,99.0,6375.8
5411,Female,Yes,No,No phone service,DSL,No,No,No,Month-to-month,24.8,24.8
5412,Male,Yes,Yes,Yes,Fiber optic,No,No,Yes,One year,85.55,5251.75
5413,Female,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,94.0,1505.45
5414,Male,No,Yes,Yes,Fiber optic,No,No,Yes,One year,105.65,6903.1
5415,Female,No,Yes,Yes,DSL,No,No,No,Month-to-month,50.3,913.3
5416,Female,Yes,Yes,No,Fiber optic,No,No,No,One year,95.0,5535.8
5417,Male,Yes,Yes,No,DSL,Yes,No,No,Two year,61.4,815.55
5418,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,80.55,1411.65
5419,Female,Yes,Yes,Yes,Fiber optic,Yes,No,No,Two year,78.5,5602.25
5420,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,114.3,8244.3
5421,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.05,741.5
5422,Male,Yes,Yes,No,DSL,Yes,Yes,Yes,Two year,62.65,4375.8
5423,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,80.85,1008.7
5424,Male,Yes,Yes,Yes,Fiber optic,Yes,No,No,Two year,92.7,5968.4
5425,Female,No,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,100.45,3096.9
5426,Male,Yes,Yes,Yes,DSL,No,No,Yes,Two year,75.2,3901.25
5427,Female,No,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,84.75,2613.4
5428,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,89.45,853.1
5429,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,79.5,5661.7
5430,Male,No,Yes,Yes,DSL,No,No,No,Month-to-month,72.15,794.25
5431,Female,No,Yes,No,No,No internet service,No internet service,No internet service,One year,19.8,695.05
5432,Female,No,Yes,No,DSL,No,Yes,Yes,Month-to-month,76.4,160.8
5433,Male,No,Yes,No,Fiber optic,Yes,No,No,One year,100.9,5552.05
5434,Male,No,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,95.3,3275.15
5435,Female,Yes,Yes,No,Fiber optic,No,Yes,Yes,One year,90.95,4236.6
5436,Female,No,Yes,No,DSL,Yes,No,Yes,Month-to-month,54.5,54.5
5437,Female,No,Yes,Yes,DSL,No,No,No,Month-to-month,61.6,1174.35
5438,Male,Yes,Yes,No,Fiber optic,No,Yes,No,Month-to-month,79.9,741.7
5439,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,96.15,3019.25
5440,Female,Yes,Yes,No,DSL,No,Yes,No,Month-to-month,49.6,962.9
5441,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,65.3,4759.75
5442,Female,No,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.0,1498.35
5443,Male,No,Yes,No,DSL,No,No,No,Month-to-month,45.45,1233.15
5444,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,107.75,4882.8
5445,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Two year,89.1,5411.65
5446,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.65,19.65
5447,Female,No,Yes,No,DSL,No,No,No,Month-to-month,44.75,148.05
5448,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,One year,101.6,3930.55
5449,Male,Yes,Yes,No,Fiber optic,No,Yes,Yes,Two year,103.15,6895.5
5450,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,84.65,84.65
5451,Female,Yes,Yes,Yes,Fiber optic,Yes,No,No,One year,95.65,6856.95
5452,Female,Yes,Yes,No,DSL,Yes,No,No,One year,75.1,2658.8
5453,Male,Yes,Yes,No,DSL,Yes,No,Yes,Two year,61.35,3766.2
5454,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,69.55,69.55
5455,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.7,129.55
5456,Female,No,No,No phone service,DSL,No,No,No,Month-to-month,31.05,347.25
5457,Female,Yes,Yes,No,DSL,Yes,No,No,Month-to-month,51.0,581.7
5458,Male,No,Yes,No,DSL,Yes,No,No,Month-to-month,51.0,354.05
5459,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,88.85,929.45
5460,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.05,679
5461,Female,No,Yes,No,DSL,Yes,No,Yes,Two year,65.1,3846.75
5462,Male,Yes,Yes,Yes,DSL,No,No,Yes,One year,70.15,4480.7
5463,Female,Yes,Yes,No,DSL,No,No,No,Month-to-month,44.35,44.35
5464,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.75,499.4
5465,Female,No,Yes,No,DSL,No,Yes,No,One year,56.05,1553.2
5466,Male,No,Yes,No,No,No internet service,No internet service,No internet service,One year,19.95,219.5
5467,Female,No,Yes,Yes,Fiber optic,Yes,Yes,No,One year,98.6,5311.85
5468,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,79.7,586.05
5469,Male,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,79.0,2576.8
5470,Female,Yes,Yes,No,Fiber optic,No,Yes,No,Two year,89.45,6435.25
5471,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,74.2,1993.25
5472,Male,Yes,Yes,Yes,DSL,Yes,No,Yes,Month-to-month,81.0,1923.85
5473,Male,Yes,Yes,No,DSL,No,Yes,No,Month-to-month,49.6,939.8
5474,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,84.6,84.6
5475,Male,No,Yes,Yes,DSL,No,No,No,Month-to-month,55.0,3092.65
5476,Female,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,84.85,415.55
5477,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,84.2,5986.55
5478,Male,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,106.3,5487
5479,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,69.05,651.5
5480,Female,No,Yes,No,DSL,No,No,No,Month-to-month,45.4,45.4
5481,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,73.65,73.65
5482,Male,Yes,Yes,No,DSL,No,Yes,Yes,One year,73.9,2405.05
5483,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,77.75,4458.15
5484,Male,Yes,Yes,Yes,Fiber optic,No,No,Yes,Two year,99.35,6856.45
5485,Male,No,Yes,No,DSL,Yes,No,No,Month-to-month,50.75,50.75
5486,Male,No,Yes,Yes,DSL,Yes,Yes,Yes,Two year,87.1,4735.2
5487,Male,No,Yes,No,No,No internet service,No internet service,No internet service,One year,20.15,682.15
5488,Male,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,One year,98.7,4525.8
5489,Female,No,No,No phone service,DSL,No,No,No,Month-to-month,25.2,321.05
5490,Male,No,Yes,No,DSL,Yes,No,No,Month-to-month,55.7,335.65
5491,Male,No,Yes,No,DSL,Yes,Yes,No,Month-to-month,65.35,1424.4
5492,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.3,1748.55
5493,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,84.35,474.9
5494,Female,No,Yes,No,Fiber optic,Yes,No,No,Month-to-month,84.95,668.4
5495,Male,No,Yes,No,Fiber optic,No,No,Yes,Month-to-month,73.85,926.25
5496,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.25,1077.95
5497,Male,Yes,No,No phone service,DSL,No,No,No,One year,51.8,2541.25
5498,Female,Yes,Yes,No,DSL,No,No,No,Month-to-month,46.0,46
5499,Male,No,Yes,No,Fiber optic,No,No,No,Month-to-month,79.4,1156.1
5500,Male,Yes,Yes,No,DSL,Yes,Yes,No,Two year,60.5,3694.45
5501,Male,No,No,No phone service,DSL,No,No,No,Month-to-month,25.1,382.8
5502,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,71.8,1167.8
5503,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,20.05,746.75
5504,Male,Yes,Yes,Yes,Fiber optic,No,No,No,One year,88.4,3912.9
5505,Female,Yes,No,No phone service,DSL,No,No,Yes,One year,30.25,368.85
5506,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.2,20.2
5507,Female,No,Yes,No,DSL,Yes,No,Yes,One year,59.9,1654.7
5508,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.15,1940.85
5509,Female,No,Yes,No,DSL,No,No,No,Month-to-month,46.0,221.7
5510,Male,No,Yes,No,Fiber optic,No,Yes,No,Month-to-month,101.3,1794.65
5511,Male,Yes,Yes,Yes,DSL,Yes,No,Yes,Two year,76.95,5289.8
5512,Female,Yes,Yes,Yes,DSL,No,No,No,Month-to-month,55.3,501.2
5513,Female,No,Yes,No,Fiber optic,Yes,No,Yes,Two year,92.45,6140.85
5514,Female,No,Yes,No,DSL,Yes,No,No,Month-to-month,48.45,48.45
5515,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.35,309.25
5516,Male,No,Yes,Yes,DSL,No,No,No,Month-to-month,51.75,201.1
5517,Male,Yes,Yes,No,Fiber optic,Yes,Yes,No,One year,86.7,6179.35
5518,Male,Yes,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,94.4,2838.7
5519,Male,Yes,Yes,No,DSL,Yes,Yes,No,Month-to-month,55.7,55.7
5520,Female,No,Yes,Yes,Fiber optic,Yes,Yes,No,One year,84.25,4589.85
5521,Male,No,Yes,No,DSL,No,Yes,Yes,Month-to-month,64.65,3735.45
5522,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,70.15,70.15
5523,Female,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,69.2,477.55
5524,Male,Yes,Yes,No,DSL,Yes,No,Yes,Two year,54.65,2553.7
5525,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,One year,24.75,1342.15
5526,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,One year,23.95,1216.35
5527,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,One year,105.0,7578.05
5528,Male,Yes,Yes,No,DSL,Yes,No,Yes,One year,59.85,2603.95
5529,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,20.05,42.7
5530,Female,No,Yes,Yes,Fiber optic,No,Yes,No,One year,92.15,6056.9
5531,Male,Yes,No,No phone service,DSL,Yes,No,No,One year,44.8,2983.65
5532,Female,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.9,689.35
5533,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,95.4,2025.1
5534,Male,No,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,80.35,1747.2
5535,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Two year,85.1,4657.95
6392,Female,Yes,No,No phone service,DSL,No,No,No,Month-to-month,49.75,3069.45
6393,Male,No,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,92.4,2349.8
6394,Female,No,Yes,No,DSL,Yes,No,Yes,One year,58.2,469.25
6395,Male,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,One year,102.6,4213.35
6396,Female,Yes,Yes,Yes,Fiber optic,No,No,No,Month-to-month,91.95,3301.05
6397,Male,No,Yes,No,DSL,No,Yes,Yes,One year,65.25,3529.95
6398,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,Two year,106.0,7723.7
6399,Female,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,73.1,4144.9
6400,Female,No,Yes,Yes,DSL,Yes,No,No,Two year,59.75,4265
6401,Female,No,Yes,No,DSL,Yes,No,Yes,Month-to-month,55.1,154.65
6402,Female,Yes,Yes,Yes,DSL,No,Yes,No,Two year,59.8,3246.45
6403,Male,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,116.6,8337.45
6404,Male,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Two year,109.3,5731.4
6405,Female,No,Yes,Yes,Fiber optic,Yes,No,No,One year,101.4,6176.6
6406,Female,No,No,No phone service,DSL,No,Yes,No,Month-to-month,50.65,1905.4
6407,Female,No,Yes,No,DSL,No,No,No,One year,56.15,931.9
6408,Male,No,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,106.5,7348.8
6409,Male,Yes,Yes,No,No,No internet service,No internet service,No internet service,One year,19.2,776.25
6410,Female,No,Yes,Yes,DSL,Yes,Yes,Yes,One year,83.0,5243.05
6411,Male,Yes,Yes,No,Fiber optic,No,No,No,Month-to-month,70.1,141.65
6412,Female,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Two year,108.3,7679.65
6413,Female,Yes,Yes,Yes,Fiber optic,No,Yes,No,Month-to-month,91.05,2954.5
6414,Male,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,25.25,1006.9
6415,Female,Yes,No,No phone service,DSL,Yes,No,No,One year,45.35,2540.1
6416,Male,No,No,No phone service,DSL,Yes,No,Yes,Two year,43.9,3097.2
6417,Female,Yes,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,77.5,3807.35
6418,Male,Yes,Yes,Yes,DSL,No,Yes,Yes,One year,79.3,2484
6419,Male,Yes,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,84.9,5785.65
6420,Male,Yes,Yes,Yes,Fiber optic,No,No,Yes,One year,79.25,2619.15
6421,Female,No,Yes,No,DSL,Yes,No,Yes,Two year,71.05,1524.85
6422,Male,No,Yes,No,DSL,Yes,Yes,No,One year,53.75,2790.65
6423,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.25,1784.5
6424,Female,Yes,No,No phone service,DSL,No,Yes,No,Two year,54.2,3937.45
6425,Male,Yes,No,No phone service,DSL,Yes,Yes,No,One year,44.25,2276.1
6426,Female,No,Yes,No,DSL,No,No,Yes,One year,50.05,2029.05
6427,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.15,802.35
6428,Female,No,Yes,No,Fiber optic,No,No,No,Month-to-month,69.25,418.4
6429,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,One year,69.35,4653.25
6430,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,19.35,275.9
6431,Male,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,19.15,343.45
6432,Male,Yes,Yes,No,DSL,Yes,Yes,No,Month-to-month,61.0,2130.45
6433,Female,Yes,Yes,No,No,No internet service,No internet service,No internet service,Two year,20.5,1191.4
6434,Male,No,Yes,No,DSL,No,Yes,No,Month-to-month,50.5,50.5
6435,Male,Yes,No,No phone service,DSL,No,Yes,Yes,Two year,50.2,2554
6436,Female,No,Yes,No,DSL,Yes,Yes,Yes,Two year,79.6,5589.45
6437,Female,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,Two year,24.9,467.7
6438,Male,No,Yes,Yes,Fiber optic,No,No,No,Month-to-month,74.4,74.4
6439,Female,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Month-to-month,106.9,3756.45
